Time,Provider,Latitude,Longitude,Altitude,VerticalAccuracyMeters,Speed,SpeedAccuracyMetersPerSecond,Accuracy,Bearing,BearingAccuracyDegrees,beautiful,boring,depressing,lively,safety,wealthy,normalized_speed,Beautiful,Boring,Depressing,Lively,Safety,Wealthy,Combined_Score1
2019-12-29 13:39:09:164,gps,30.50654755,114.4001381,20.13671875,4.72991276,4.05999994,1.26051581,10.40416622,276.7999878,10.39220142,35.184982,62.981068,51.925808,30.534695,38.29781,47.691017,58,36.72,60.18,54.16,50.76,37.3,57.76,39
2019-12-29 13:39:10:170,gps,30.50655277,114.4000802,20.07958984,3.51300931,4.67000008,0.81024688,9.9350462,280.5,4.57703114,25.003407,67.76499,58.02719,30.09258,42.571365,46.404644,67,49.1,59.76,59.26,52.14,45.56,42.64,36
2019-12-29 13:39:11:170,gps,30.50656174,114.4000302,20.72418213,3.53136969,4.34000015,0.83630139,9.9350462,279.8999939,5.61895084,26.164917,57.42845,46.595394,44.852116,43.368473,47.032642,62,51.02,59.18,52,50.22,38,54.2,43
2019-12-29 13:39:12:166,gps,30.50658034,114.3999725,22.07971191,3.12879181,4.75,0.7300685,9.9350462,288.2999878,5.91407585,21.813993,58.02196,45.942654,32.62156,49.90216,45.539043,68,36.54,58.54,55.34,50.78,40.02,59.18,41
2019-12-29 13:39:13:166,gps,30.50659661,114.3999234,20.7711792,2.74008656,5.78999996,0.85702974,9.9350462,292.2000122,5.38749886,27.767258,67.41073,50.70411,51.647175,35.575085,53.625328,83,47.2,55.46,52.38,52.42,42.9,55.4,42
2019-12-29 13:39:14:161,gps,30.5066296,114.399868,20.04327393,2.82835126,7.55000019,1.02956307,9.9350462,299,3.64596319,32.08082,59.948788,54.344883,38.299274,30.4442,46.890606,109,45.12,64.58,43.8,58.18,41.38,47.12,39
2019-12-29 13:39:15:161,gps,30.50666908,114.3997878,20.68261719,2.84205317,9.03999996,1.09004593,9.9350462,304.2999878,2.92648745,28.522524,59.764664,53.132614,37.0796,37.352577,47.679108,130,48.38,59.72,52.8,52.56,38.1,55.82,40
2019-12-29 13:39:16:162,gps,30.5067202,114.3997035,20.1239624,2.85698271,10.40999985,0.97575611,9.9350462,303.6000061,2.47814846,23.669847,63.58898,52.905754,34.058445,47.962044,53.359123,150,36.62,64.3,56.22,48.7,36.62,50.08,40
2019-12-29 13:39:17:168,gps,30.50677182,114.3996148,19.54602051,2.97190499,10.82999992,0.83630139,9.9350462,301.7999878,2.26003528,30.42167,67.40399,49.40738,34.132763,51.8648,50.75273,156,26.72,69.56,54.43,49.98,36.12,53.68,42
2019-12-29 13:39:18:161,gps,30.50682556,114.3995103,20.39685059,2.72475886,11.71000004,0.80062473,9.9350462,296.8999939,2.04687309,32.69729,58.182278,54.359344,39.12847,40.486652,49.998074,169,28.66,59.54,52.96,47.16,38.12,57.14,42
2019-12-29 13:39:19:163,gps,30.50686721,114.3993955,20.46386719,2.74497366,12.02000046,0.87664133,9.9350462,289.3999939,2.08234477,37.23151,56.765347,51.85701,42.30425,39.2472,43.81587,173,45.16,56.16,54.13,52.1,38.76,57.47,42
2019-12-29 13:39:20:164,gps,30.50690109,114.3992796,19.82873535,2.5,12.07999992,1.64347196,9.9350462,288,5.82709169,30.424528,63.472546,48.005196,37.656445,36.415108,49.06773,174,39.92,56.48,57.55,55.96,39.98,56.21,40
2019-12-29 13:39:21:158,gps,30.50691773,114.39916,18.70996094,2.5,11.73999977,2.27431297,9.9350462,283.2999878,7.16996908,29.10045,55.272526,53.926872,26.578005,32.84709,44.07177,169,45.66,58.84,56.69,57.1,42.92,58.55,37
2019-12-29 13:39:22:166,gps,30.50688642,114.3990431,18.83685303,2.5,11.43000031,1.58113885,9.9350462,267.6000061,4.62498617,24.95928,59.54021,51.203865,42.420628,36.40017,36.22437,164,46.84,57.28,54.96,57.84,42.92,57.42,38
2019-12-29 13:39:23:161,gps,30.50686443,114.3989342,18.60498047,2.5,10.85999966,1.03077638,9.9350462,254.3000031,2.37939334,25.0248,54.406826,54.86433,47.311207,29.568096,38.728096,156,44.36,53.76,66.01,52.98,44.56,56.64,39
2019-12-29 13:39:24:171,gps,30.50684726,114.3988274,19.46899414,2.83966923,10.39000034,1.8222239,9.9350462,256.6000061,7.05824375,30.164688,59.445686,50.3546,42.613262,38.18928,35.20059,150,45.24,60.74,62.77,58.58,45.62,54.02,39
2019-12-29 13:39:25:167,gps,30.50682156,114.3987326,20.32928467,2.91530275,10.05000019,2.3528707,9.9350462,252.1000061,8.06080246,40.264454,59.47893,52.254955,33.553474,34.55049,38.802097,145,51,64,57.74,58.34,46.92,53.7,39
2019-12-29 13:39:26:158,gps,30.50676775,114.398641,21.38189697,3.20100236,10.5,1.32321572,9.9350462,238.6000061,5.27217913,26.94467,66.8958,55.04999,29.619028,41.540665,34.106243,151,44.69,64.68,64.5,55.68,49.3,52.52,35
2019-12-29 13:39:27:164,gps,30.50671996,114.3985543,21.9887085,3.24575472,9.38000011,1.82200444,9.9350462,234.3999939,7.4479847,28.830439,57.874203,54.010593,40.29226,39.59327,36.486153,135,37,62.9,64.84,46.36,44.98,55.78,39
2019-12-29 13:39:28:161,gps,30.50665944,114.3984824,22.55450439,3.19171262,9.11999989,2.08806133,9.9350462,226.8000031,7.40038347,22.466543,56.135418,54.157238,41.69517,39.115807,46.445457,131,39.43,63.66,57.92,45.98,43.28,57.34,40
2019-12-29 13:39:29:167,gps,30.50660345,114.3984312,22.51647949,2.92323399,7.61999989,2.21603251,9.9350462,219.699997,8.71957874,21.758516,54.59523,49.685402,27.265848,40.925877,37.033108,110,47.49,62.96,58.24,57.4,41.5,59.52,37
2019-12-29 13:39:30:167,gps,30.50654682,114.3983882,23.31085205,3.22152328,6.71000004,2.17407441,9.9350462,208.199997,16.79005432,20.01309,57.281982,52.27728,21.309185,33.058987,30.118542,97,46.56,59,52.08,63,39.42,61.93,32
2019-12-29 13:39:31:166,gps,30.50649996,114.3983608,24.14361572,3.03479147,4.96000004,0.95015788,9.9350462,201,8.17743683,19.679163,60.30598,50.162704,29.555288,34.47042,36.98915,71,51.1,63.04,51.68,60.06,38.96,60.94,35
2019-12-29 13:39:32:166,gps,30.50646035,114.3983341,24.54119873,3.15941668,4.82999992,0.78549349,9.9350462,199.5,5.56453991,20.318216,59.242336,48.643536,26.10415,29.318117,29.595638,70,48.9,59,43.9,55.5,47.46,48.04,33
2019-12-29 13:39:33:163,gps,30.50641635,114.3983162,24.0411377,3.89627123,4.23999977,1.00124919,9.9350462,194.6000061,8.6103878,23.685179,57.22436,45.216896,27.01765,34.01896,32.33341,61,47.34,55.98,44.08,55.94,46.84,50.74,36
2019-12-29 13:39:34:165,gps,30.5063765,114.3982976,24.16949463,4.5759902,4.90999985,1.37200582,10.10998058,200.5,10.86875343,23.205812,59.909214,46.370853,26.379282,30.382029,33.075886,71,51.34,63.68,43.18,55.48,44.4,46.49,34
2019-12-29 13:39:35:156,gps,30.50632253,114.3982795,24.83996582,5.30201244,5.55000019,1.33206606,10.20392323,198.8000031,10.27739048,21.81785,60.106457,46.003723,28.379747,34.30311,36.32704,80,50.72,63.02,45.68,54.06,44.74,46.3,36
2019-12-29 13:39:36:163,gps,30.50626464,114.3982626,25.56994629,4.57776976,5.94999981,0.82134038,10.04014874,195.8000031,6.01157713,22.758097,63.189526,44.78491,24.278414,35.640938,34.129696,86,49.68,65.42,43.1,58.78,39.83,40.14,35
2019-12-29 13:39:37:164,gps,30.50621407,114.3982475,26.61444092,4.1510601,4.88000011,0.62369865,9.9350462,192.199997,5.5260191,21.82757,66.25728,45.4767,25.602304,39.301178,38.081097,70,50.08,64.18,51.9,58.76,37.12,54.31,36
2019-12-29 13:39:38:172,gps,30.5061681,114.39824,26.50640869,3.7774291,4.8499999,0.76576757,9.9350462,188.8999939,6.66494703,17.882162,59.426643,45.85488,31.053596,40.80165,33.245132,70,45.96,60.64,45.7,53.2,39.18,57.51,36
2019-12-29 13:39:39:165,gps,30.50612256,114.3982347,24.23815918,3.78590918,5.69999981,0.59405386,9.9350462,180.8000031,4.01728773,10.332661,65.962685,42.676037,30.69304,30.146173,34.65239,82,47.12,57.02,44.96,52.78,43.84,55.53,33
2019-12-29 13:39:40:163,gps,30.50606631,114.3982484,23.71057129,3.80861139,6.28999996,0.77935869,9.9350462,172.199997,4.41534853,10.643188,65.35584,45.406254,23.5949,30.646902,29.87147,91,48.86,70.8,43.42,49.68,41.28,41.2,31
2019-12-29 13:39:41:165,gps,30.50601074,114.3982621,22.54370117,3.14580154,6.61999989,0.89044935,9.9350462,171.199997,4.77735853,17.088408,61.402813,40.201023,31.360727,31.960596,35.783707,95,52.04,61.14,44.42,51.32,42.9,44.92,36
2019-12-29 13:39:42:164,gps,30.50594271,114.3982807,22.84771729,3.10464692,7.38000011,0.7723341,9.9350462,164.6000061,4.54750109,21.59788,64.51246,46.33657,31.229364,35.932404,31.246819,106,52.54,59.56,44.1,50.74,42.9,44.16,35
2019-12-29 13:39:43:168,gps,30.5058775,114.3983046,24.12994385,3.01155901,8.39000034,0.74966657,9.9350462,160,4.19793177,27.7605,59.19219,46.48101,28.782656,28.676893,31.70997,121,52.26,70.18,43.86,50.72,41.6,44.76,35
2019-12-29 13:39:44:161,gps,30.50580191,114.3983458,23.43896484,2.8887887,9.39999962,0.7641989,9.9350462,155,3.85529256,24.235315,55.698235,45.42852,34.421883,29.785503,35.630585,135,48.54,56.52,46.18,50.4,42.6,57.03,37
2019-12-29 13:39:45:164,gps,30.50572308,114.3983946,23.09838867,2.65039635,10.09000015,0.74966657,9.9350462,150.3000031,3.49511123,18.361927,61.401306,45.87278,30.2316,33.087547,34.47945,145,44.32,56.92,44.44,52.02,42.98,48.94,35
2019-12-29 13:39:46:155,gps,30.50564323,114.3984604,22.36853027,2.53999829,10.77000046,0.69426221,9.9350462,143.8999939,2.76582861,25.852503,64.77092,50.75894,45.715473,25.162935,40.123486,155,44.86,53.12,46.54,49.36,43.6,55.82,37
2019-12-29 13:39:47:166,gps,30.5055734,114.3985268,22.30493164,2.54133773,10.32999992,1.49966657,9.9350462,142.699997,6.44518471,22.98666,60.825596,47.559677,46.771458,35.03806,37.59548,149,41.3,60.6,53.21,52.54,42.82,58,39
2019-12-29 13:39:48:166,gps,30.50550499,114.3986007,22.66772461,2.5,10.39000034,1.93080294,9.9350462,137.8999939,6.94404745,24.444956,66.82228,46.689682,47.909306,28.26505,38.919907,150,33.28,55.66,53.34,51.2,37.82,58.56,38
2019-12-29 13:39:49:170,gps,30.50545,114.3986984,21.49639893,2.51258659,10.47999954,1.17388248,9.9350462,127.0999985,5.12444782,26.217594,71.2181,46.125427,41.26505,36.552334,33.874092,151,39.9,67.58,55.48,52.06,37.28,56.21,37
2019-12-29 13:39:50:167,gps,30.50540894,114.3988051,22.23327637,2.5,10.28999996,0.5731492,9.9350462,115.699997,2.46788692,21.984098,64.77973,45.699497,35.824306,28.237373,26.054249,148,41.86,68.7,54.03,50.92,38.3,53.68,34
2019-12-29 13:39:51:181,gps,30.50537528,114.3988957,22.28430176,2.56812716,9.64999962,1.13951743,9.9350462,109.3000031,5.18172264,22.099474,64.52041,42.66419,27.771803,39.58309,30.703623,139,37.62,62.4,55.28,50.86,40.32,56.34,35
2019-12-29 13:39:52:158,gps,30.50535471,114.3989988,22.87750244,2.5,9.47000027,0.83737683,9.9350462,100.5,3.74754167,21.699596,68.057945,42.717342,27.676613,30.124668,33.17623,136,38.02,59.96,53.8,53.12,44.72,59.78,34
2019-12-29 13:39:53:155,gps,30.50534013,114.3990921,23.65600586,2.62529755,8.68000031,1.27561748,9.9350462,99.80000305,6.98385525,18.34757,66.91953,46.016006,26.46756,27.474827,34.049816,125,40.66,51.9,51.29,52.06,42.6,56.35,32
2019-12-29 13:39:54:168,gps,30.50534417,114.3991801,24.12207031,2.71059537,8.35999966,1.25495017,9.9350462,91.40000153,6.10334396,26.626814,61.413372,51.81203,33.794933,33.8392,43.983723,120,39.82,58.02,52.19,52.68,42.58,57.14,38
2019-12-29 13:39:55:164,gps,30.50535208,114.3992676,23.41644287,2.5,8.36999989,1.30096114,9.9350462,85.30000305,6.19141483,34.037556,54.753292,48.85249,36.660496,27.875599,34.405975,120,40.42,54.84,52.26,51.6,42.4,57.9,38
2019-12-29 13:39:56:169,gps,30.5053658,114.3993539,22.9855957,2.68963432,7.78999996,0.58600342,9.9350462,75.80000305,2.93664527,36.929977,59.223988,44.706818,32.820805,28.8348,27.655905,112,40.48,60,53.25,51.12,42.66,57.55,37
2019-12-29 13:39:57:172,gps,30.5053868,114.3994227,22.9296875,2.62055945,6.9000001,0.5247857,9.9350462,69.59999847,2.53304553,39.565254,58.776886,45.347305,32.387062,31.54038,27.145243,99,43.52,60.36,52.56,50.34,38.64,59.44,38
2019-12-29 13:39:58:168,gps,30.50540388,114.3994936,21.85571289,2.65817285,6.86999989,1.5023315,9.9350462,66.90000153,10.68407536,29.975464,53.80806,45.657913,33.3807,33.905174,27.141928,99,38.7,60.2,50.22,55.14,44.7,56.24,37
2019-12-29 13:39:59:168,gps,30.50543435,114.3995546,22.28509521,2.7194941,6.88999987,1.10308659,9.9350462,61.70000076,7.38309908,30.034746,58.54404,45.548264,29.814943,35.825863,22.495274,99,40.38,71.2,52.1,51.74,37.22,57.29,36
2019-12-29 13:40:00:164,gps,30.50546599,114.399619,22.29876709,2.63650227,6.76000023,0.9462558,9.9350462,59.5,5.28558254,36.15895,53.966656,48.090714,31.691029,36.08293,32.903584,97,39.96,60.46,53.12,54.12,39.1,56.72,39
2019-12-29 13:40:01:171,gps,30.50550961,114.3996744,19.90496826,2.7776041,7.30999994,0.83815271,9.9350462,56.90000153,4.3428874,37.874527,46.625927,45.050568,25.575022,36.288868,34.255535,105,43.6,57.52,53.24,57.84,42.14,56.16,40
2019-12-29 13:40:02:170,gps,30.50555119,114.3997372,20.32006836,2.78326702,7.61999989,0.92357999,9.9350462,54.20000076,4.38937187,32.336437,49.411594,50.012783,28.575579,32.21397,34.26484,110,42.36,59.16,53.22,56.16,43.6,55.78,38
2019-12-29 13:40:03:166,gps,30.50559064,114.3997964,20.26647949,2.5,7.32000017,0.62769419,9.9350462,48.20000076,2.89627886,37.203587,47.739506,45.1908,34.569553,32.123993,38.345024,105,44.8,59.6,52.79,52.08,42.4,58.25,42
2019-12-29 13:40:04:168,gps,30.5056311,114.3998426,21.00244141,2.5,5.73000002,0.49739319,9.9350462,39.59999847,2.82691407,32.95698,50.147564,44.005817,28.096163,31.580917,39.49492,82,42.96,58.88,52.25,53.6,39.66,58.33,40
2019-12-29 13:40:05:174,gps,30.50567181,114.3998759,20.95678711,2.5,5.90999985,1.26063478,9.9350462,32.70000076,9.29317474,35.274097,50.544437,42.36025,29.067635,31.8313,37.078094,85,46.38,59.42,53.2,58.49,39.64,61.61,40
2019-12-29 13:40:06:169,gps,30.50572279,114.399917,19.85205078,2.5,7.63999987,1.3579396,9.9350462,31.79999924,7.78903437,38.727703,53.64472,39.97135,26.668852,32.16402,35.13242,110,46.64,58.32,42.76,56.72,43.56,45.02,40
2019-12-29 13:40:07:170,gps,30.50579057,114.3999474,19.43060303,2.5,9.85000038,0.97097892,9.9350462,22.5,3.46273971,33.551666,56.47448,44.452217,27.032259,31.871523,35.58265,142,46.86,56.82,43.66,58.62,43.12,49.02,38
2019-12-29 13:40:08:170,gps,30.50587592,114.3999813,19.34759521,2.5,11.02999973,0.44944412,9.9350462,17.39999962,1.45611703,36.9391,52.79865,44.413967,27.89594,33.23281,43.525467,159,49.4,61.74,43.38,56.32,43.28,46.88,41
2019-12-29 13:40:09:178,gps,30.50597523,114.4000068,18.65795898,2.5,11.52000046,0.67977935,9.9350462,9.80000019,1.72392464,34.989197,53.47851,43.074768,28.721457,30.910883,38.191265,166,50.2,62.4,44.6,57.54,43.76,43.22,39
2019-12-29 13:40:10:168,gps,30.50607563,114.4000157,18.05596924,2.5,11.44999981,0.80956781,9.9350462,2.29999995,1.97182524,43.82011,53.482635,43.975883,30.153803,30.079132,37.677284,165,44.08,54.78,41.42,56.02,50.36,42.7,41
2019-12-29 13:40:11:170,gps,30.50617708,114.4000119,18.67962646,2.5,11.40999985,0.72449982,9.9350462,353.8999939,1.83716214,33.76766,52.168316,43.0007,24.069162,31.409542,41.24843,164,47.62,61.02,43.9,46.62,41.08,41.46,39
2019-12-29 13:40:12:167,gps,30.50627792,114.3999912,18.53265381,2.5,11.47999954,0.87783825,9.9350462,345.3999939,3.34482741,37.92199,53.10563,42.455574,32.460518,26.792591,38.268124,165,52.46,60.3,43.94,47.7,43.18,43.16,40
2019-12-29 13:40:13:169,gps,30.50636885,114.399953,18.3659668,2.5,11.22000027,0.81835198,9.9350462,337.2000122,2.96565628,35.67005,56.935673,44.062088,29.509197,38.31846,40.730305,161,52.26,61.6,44.54,44.93,48.62,37.86,41
2019-12-29 13:40:14:178,gps,30.50645928,114.3999058,18.35681152,2.5,11.27999973,0.79812282,9.9350462,331.7000122,2.82125783,24.95797,53.305027,56.22316,44.190296,33.575775,46.220863,162,55.68,70.76,43.88,45.06,41.98,41.1,40
2019-12-29 13:40:15:171,gps,30.50654678,114.3998504,18.48284912,2.5,11.21000004,0.68249542,9.9350462,326.7000122,2.47471619,26.58523,53.802517,55.039825,49.64224,37.161068,40.4768,161,50.86,60.18,43.18,43.3,41.04,42.92,41
2019-12-29 13:40:16:161,gps,30.50662833,114.3997868,18.38140869,2.5,11.01000023,0.97616595,9.9350462,322.7999878,2.81457448,26.941963,50.5072,53.36296,48.72642,43.20764,52.43602,158,51.6,60.88,43.36,44.64,40.46,43.96,45
2019-12-29 13:40:17:168,gps,30.50670474,114.3997196,18.48046875,2.5,10.03999996,0.8626703,9.9350462,320.3999939,3.14860249,24.634396,56.773693,60.304115,39.28092,46.005962,58.068058,144,50.08,60.96,42.5,56.46,40.38,47.02,42
2019-12-29 13:40:18:159,gps,30.50676363,114.3996634,18.60137939,2.5,7.96999979,1.09480596,9.9350462,318.6000061,5.67525721,29.440695,58.129425,73.07383,44.028606,50.93444,48.922142,115,45.28,62.28,41.84,60.14,41.94,47.92,40
2019-12-29 13:40:19:177,gps,30.50681903,114.3996085,18.27679443,2.5,7.88999987,1.20615089,9.9350462,318.8999939,6.40800333,24.748024,55.44899,57.247818,45.36532,35.69348,40.1751,114,49.74,72.9,41.54,41.78,38.74,46.64,39
2019-12-29 13:40:20:161,gps,30.50687802,114.3995624,17.22412109,2.5,8.19999981,0.9183681,9.9350462,326.7999878,4.18607759,36.72185,58.02161,54.757584,30.642843,37.6147,45.87112,118,49.62,61.06,41.66,51.88,42.42,50.34,40
2019-12-29 13:40:21:169,gps,30.50694364,114.3995266,17.52722168,2.5,8.18999958,0.8872993,9.9350462,337.6000061,4.52108192,32.170647,57.494022,45.704803,28.876352,34.274952,30.36254,118,55.14,58.48,40.78,44.82,40.64,47.92,37
2019-12-29 13:40:22:162,gps,30.5070065,114.399505,16.90997314,2.5,7.21000004,1.35247922,9.9350462,343,7.29216862,31.577595,56.561718,46.392586,39.150234,31.51406,34.55312,104,53.06,61.04,41.64,58.78,48.86,53.1,39
2019-12-29 13:40:23:169,gps,30.50707667,114.3994993,16.95153809,2.5,7.84000015,1.72046506,9.9350462,354.5,7.02351713,32.14709,60.870716,50.1973,29.428719,28.15333,38.572086,113,52.82,56.18,42.3,57.94,45.12,52.04,36
2019-12-29 13:40:24:162,gps,30.50716198,114.3995021,17.76123047,2.5,9.59000015,1.28144455,9.9350462,0.80000001,5.93252325,30.827164,53.401257,47.459854,34.032593,29.461502,38.32496,138,49.52,58.86,43.54,59.6,48.66,54.76,39
2019-12-29 13:40:25:167,gps,30.5072559,114.3995042,17.78845215,2.5,10.77999973,1.06150842,9.9350462,1.10000002,4.31695366,34.609234,56.476498,48.470078,34.597794,29.52198,35.42601,155,48.84,57.96,49.34,60.47,43.12,60.78,38
2019-12-29 13:40:26:163,gps,30.50735868,114.3995051,17.59033203,2.5,11.68999958,1.52761257,9.9350462,0.40000001,5.37663221,32.945953,57.01737,51.28645,36.799953,27.698284,33.761105,168,47.22,59.06,46.96,56.82,48.2,48.96,37
2019-12-29 13:40:27:169,gps,30.50747459,114.399509,17.47143555,2.5,12.98999977,1.76105082,9.9350462,1.20000005,4.87429333,22.470465,53.796528,42.803913,34.96137,31.895638,36.677902,187,49.22,57.9,43.82,55.97,47.66,46.16,38
2019-12-29 13:40:28:167,gps,30.50759758,114.3995169,16.97613525,2.5,13.82999992,2.04474926,9.9350462,2,5.44466352,20.101473,55.946243,47.385506,26.024923,33.39812,36.864277,199,47.68,59.82,54.22,41.12,42.94,50.98,36
2019-12-29 13:40:29:173,gps,30.50773281,114.3995336,16.24768066,2.5,15.31999969,1.10751975,9.9350462,5.5,3.00222063,30.690596,57.217495,41.93442,31.910498,32.600277,32.32165,220,47.22,58.52,51.56,51.78,42.34,50.9,38
2019-12-29 13:40:30:167,gps,30.50787306,114.3995474,16.00848389,2.5,15.92000008,1.70552039,9.9350462,4.0999999,4.71018362,30.695242,55.01161,45.22831,31.028837,31.591555,29.291018,229,51.62,60.28,54.2,45.82,49,51.82,37
2019-12-29 13:40:31:177,gps,30.50802162,114.3995582,15.58270264,2.5,16.46999931,2.11021328,9.9350462,4.0999999,4.51091671,35.224293,57.536495,46.84151,26.472208,33.484413,28.318455,237,54,66.7,51.58,57.7,41.74,59.36,37
2019-12-29 13:40:32:169,gps,30.50816615,114.399576,15.58422852,2.5,16.43000031,1.29402471,9.9350462,5.19999981,3.60970163,38.91694,60.371296,41.403915,33.22955,32.578415,34.33,236,45.8,60.02,42.3,58.9,47.5,51.54,40
2019-12-29 13:40:33:172,gps,30.50831446,114.3995935,15.61236572,2.5,16.70999908,1.68671274,9.9350462,5.30000019,4.12671232,38.880737,64.49819,40.8065,27.785692,34.200787,36.502007,240,49.84,54.74,42.04,54.38,48.38,50.88,39
2019-12-29 13:40:34:170,gps,30.50846598,114.3996109,15.38323975,2.5,16.76000023,2.0334208,9.9350462,6.0999999,4.23251677,32.61695,68.279655,43.704014,30.308422,34.012695,38.379784,241,52.3,64.58,42.96,54.35,45.98,49.24,37
2019-12-29 13:40:35:168,gps,30.50861466,114.3996373,15.75415039,2.5,16.86000061,1.91002619,9.9350462,8.30000019,5.34924412,31.983812,61.93858,40.930836,30.076824,36.31586,49.7444,243,48.52,57.68,43.68,53.86,43.1,51.3,41
2019-12-29 13:40:36:176,gps,30.50876694,114.3996589,15.16851807,2.5,16.81999969,1.99904978,9.9350462,7.4000001,4.15586805,23.485014,57.144596,45.214005,43.47633,34.91075,45.699276,242,37.02,65.2,52.26,54.18,41.16,49.79,41
2019-12-29 13:40:37:166,gps,30.50891778,114.3996865,15.03881836,2.5,16.79999924,2.08968902,9.9350462,6.80000019,4.25463295,31.991276,61.187428,44.915607,42.634487,41.132515,37.01516,242,44.55,67.44,57.52,53.66,38.08,52.99,41
2019-12-29 13:40:38:164,gps,30.50906962,114.399692,15.12548828,2.5,16.70000076,2.10523152,9.9350462,5,4.29045439,29.975681,57.999554,45.56517,48.971775,43.838993,40.018345,240,41.38,66.82,57.56,34.88,39.54,50.76,43
2019-12-29 13:40:39:168,gps,30.50921751,114.3997032,15.1673584,2.5,16.48999977,2.111516,9.9350462,3.0999999,4.3305254,21.362675,61.125378,62.994995,49.701878,50.956654,46.334366,237,45.34,67.04,56.06,36.9,42.78,47.4,41
2019-12-29 13:40:40:162,gps,30.50937118,114.3997059,15.52526855,2.5,16.27000046,1.11825752,9.9350462,358.3999939,2.73432994,34.43076,58.134712,51.296806,36.037754,44.798985,45.848118,234,38.28,67.72,52.48,33.96,39.22,47.4,42
2019-12-29 13:40:41:170,gps,30.50951165,114.3997116,15.7333374,2.5,15.57999992,1.98305321,9.9350462,1.10000002,4.61192226,29.56703,66.848625,48.47606,36.277164,45.659515,38.726326,224,42.56,67.52,56.84,52.62,39.28,50.76,39
2019-12-29 13:40:42:167,gps,30.50965758,114.3996917,15.76147461,2.5,15.93999958,1.3103435,9.9350462,354.3999939,4.17978144,33.899605,55.690517,48.18323,37.330254,44.045433,36.908596,229,45.9,65.16,54.18,54.02,38.3,55.19,41
2019-12-29 13:40:43:168,gps,30.50980056,114.3996804,14.98028564,2.5,15.53999996,1.48499155,9.9350462,356.6000061,3.83011436,29.459341,60.450054,52.21271,41.185352,49.891956,43.59392,224,43.74,67.08,52.48,52.2,42.42,54.75,42
2019-12-29 13:40:44:168,gps,30.50993907,114.3996751,15.30187988,2.5,15.11999989,1.78910589,9.9350462,357.6000061,3.99928617,26.431765,60.86288,50.587765,40.280636,45.50961,44.796726,218,41.67,64.9,51.82,36.62,43,53.75,41
2019-12-29 13:40:45:166,gps,30.51006783,114.3997073,12.80212402,2.79770947,14.65999985,1.00124919,9.9350462,2.5999999,2.49817872,30.312723,57.34206,54.86643,34.59848,49.746918,51.062675,211,43.26,64.72,51.96,54.96,43.16,52.74,42
2019-12-29 13:40:46:166,gps,30.51020118,114.3997089,12.66772461,2.84923935,14.85999966,1.56984079,9.9350462,2.29999995,4.40853786,30.413303,53.966076,51.9018,30.257074,42.083355,45.648758,214,41.32,64.58,55.78,51.74,37.86,59.56,40
2019-12-29 13:40:47:168,gps,30.51033729,114.3997203,13.28411865,2.5,15.14000034,1.90924072,9.9350462,3.9000001,4.22055292,30.667618,54.89065,48.360764,33.665447,31.000078,39.28726,218,35.34,65.36,51.2,39.16,39.32,56.12,39
2019-12-29 13:40:48:161,gps,30.51047088,114.3997355,12.82269287,2.5,15.21000004,1.93072522,9.9350462,4.80000019,4.17947578,39.442425,53.1226,49.773674,26.174063,38.61616,40.171135,219,37.08,63.72,51.04,38.54,38.18,57.48,40
2019-12-29 13:40:49:168,gps,30.51060766,114.3997535,12.67559814,2.5563786,15.17000008,1.9233824,9.9350462,5.5999999,4.17693567,30.066032,55.61759,48.322037,29.522837,44.53483,42.976204,218,40.6,66.22,53.92,42.44,35.92,52.92,41
2019-12-29 13:40:50:164,gps,30.51074169,114.3997673,12.80004883,2.52342463,14.85999966,1.95181966,9.9350462,6.5,4.24770355,37.540264,58.08554,50.241356,40.97143,33.841133,45.961414,214,31.38,66.48,57.58,52.44,38.1,57.51,42
2019-12-29 13:40:51:168,gps,30.51086876,114.3997833,12.90350342,2.53045774,14.01000023,2.06552649,9.9350462,7.0999999,4.71840763,30.31328,55.973095,51.222794,35.050686,48.068428,36.946312,202,40.02,64.4,58.06,50.58,41.64,57.92,41
2019-12-29 13:40:52:162,gps,30.51098887,114.3997975,12.90283203,2.53827167,13.19999981,2.1162467,9.9350462,7.0999999,5.01361275,26.228588,57.37304,56.01463,29.850912,51.350555,40.933495,190,38.78,64.26,54.6,49.36,36.5,63.25,39
2019-12-29 13:40:53:167,gps,30.51110503,114.3998091,13.09240723,2.68229389,12.73999977,2.02232528,9.9350462,7.30000019,4.89489937,21.286425,56.031063,44.73723,22.087992,37.196278,38.70941,183,37.58,65.42,63.17,45.48,45.14,59.19,36
2019-12-29 13:40:54:163,gps,30.51121184,114.39982,13.1729126,2.5,11.72999954,1.98035347,9.9350462,7.9000001,5.20896721,28.45437,51.566273,48.38386,25.539982,43.39823,48.6366,169,36.71,65.74,68.43,44.9,47.08,56.87,41
2019-12-29 13:40:55:160,gps,30.51131419,114.399842,13.28991699,3.2201736,11.27000046,1.99424171,9.9350462,9.30000019,5.52258015,32.290886,51.94106,44.618202,34.431244,36.739822,40.669807,162,34.5,56.1,67.01,42.42,52.04,58.12,41
2019-12-29 13:40:56:162,gps,30.51141076,114.3998662,13.4407959,3.34557152,10.89000034,2.22146344,9.9350462,10.60000038,6.84301615,31.351421,58.013393,56.60671,29.060509,39.557983,41.60234,157,46.08,58.72,65.86,54.5,46.06,44.58,38
